Timestamp, Angle, Distance(cm)
13:54:53, 129, 200
13:54:53, 130, 200
13:54:53, 131, 200
13:54:53, 132, 200
13:54:53, 133, 200
13:54:53, 134, 200
13:54:53, 135, 200
13:54:53, 136, 200
13:54:53, 137, 16
13:54:53, 138, 16
13:54:53, 139, 200
13:54:53, 140, 15
13:54:53, 141, 14
13:54:53, 142, 14
13:54:53, 143, 14
13:54:53, 144, 14
13:54:53, 145, 14
13:54:53, 146, 14
13:54:53, 147, 14
13:54:54, 148, 14
13:54:54, 149, 14
13:54:54, 150, 13
13:54:54, 151, 13
13:54:54, 152, 13
13:54:54, 153, 13
13:54:54, 154, 13
13:54:54, 155, 13
13:54:54, 156, 13
13:54:54, 157, 13
13:54:54, 158, 13
13:54:54, 159, 13
13:54:54, 160, 12
13:54:54, 161, 12
13:54:54, 162, 12
13:54:54, 163, 12
13:54:54, 164, 200
13:54:54, 165, 200
13:54:54, 165, 200
13:54:54, 164, 200
13:54:54, 163, 200
13:54:54, 162, 200
13:54:54, 161, 200
13:54:54, 160, 200
13:54:54, 159, 200
13:54:54, 158, 200
13:54:54, 157, 200
13:54:54, 156, 200
13:54:55, 155, 200
13:54:55, 154, 13
13:54:55, 153, 13
13:54:55, 152, 13
13:54:55, 151, 13
13:54:55, 150, 13
13:54:55, 149, 13
13:54:55, 148, 13
13:54:55, 147, 13
13:54:55, 146, 13
13:54:55, 145, 13
13:54:55, 144, 13
13:54:55, 143, 13
13:54:55, 142, 13
13:54:55, 141, 13
13:54:55, 140, 13
13:54:55, 139, 13
13:54:55, 138, 13
13:54:55, 137, 14
13:54:55, 136, 13
13:54:55, 135, 15
13:54:55, 134, 15
13:54:55, 133, 15
13:54:55, 132, 15
13:54:55, 131, 200
13:54:55, 130, 200
13:54:55, 129, 200
13:54:55, 128, 200
13:54:55, 127, 200
13:54:56, 126, 200
13:54:56, 125, 200
13:54:56, 124, 200
13:54:56, 123, 200
13:54:56, 122, 200
13:54:56, 121, 200
13:54:56, 120, 200
13:54:56, 119, 200
13:54:56, 118, 200
13:54:56, 117, 200
13:54:56, 116, 140
13:54:56, 115, 141
13:54:56, 114, 200
13:54:56, 113, 200
13:54:56, 112, 200
13:54:56, 111, 200
13:54:56, 110, 200
13:54:56, 109, 200
13:54:56, 108, 200
13:54:56, 107, 137
13:54:56, 106, 200
13:54:56, 105, 200
13:54:56, 104, 200
13:54:56, 103, 200
13:54:56, 102, 200
13:54:56, 101, 200
13:54:57, 100, 200
13:54:57, 99, 200
13:54:57, 98, 200
13:54:57, 97, 200
13:54:57, 96, 200
13:54:57, 95, 200
13:54:57, 94, 200
13:54:57, 93, 200
13:54:57, 92, 200
13:54:57, 91, 200
13:54:57, 90, 200
13:54:57, 89, 200
13:54:57, 88, 200
13:54:57, 87, 200
13:54:57, 86, 200
13:54:57, 85, 200
13:54:57, 84, 200
13:54:57, 83, 200
13:54:57, 82, 200
13:54:57, 81, 200
13:54:57, 80, 200
13:54:57, 79, 200
13:54:57, 78, 200
13:54:57, 77, 200
13:54:57, 76, 200
13:54:57, 75, 200
